menu_item_id,quantity_sold,sales_date,store_id
Star Sticks,1,2/27/2026,starkebab_portmall
Star Kebab Pui Mare,8,2/27/2026,starkebab_portmall
Combo Starburger,1,2/27/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,1,2/27/2026,starkebab_portmall
Star Kebab Vânătoresc,1,2/27/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,2/27/2026,starkebab_portmall
Cheese StarKebab,6,2/27/2026,starkebab_portmall
Plăcintă cu vișină,2,2/27/2026,starkebab_portmall
cu TOPPING Cașcaval,6,2/27/2026,starkebab_portmall
Roll cu Pui Crocant,5,2/27/2026,starkebab_portmall
Star Kebab Veggie,2,2/27/2026,starkebab_portmall
Pachet kebab livrare,3,2/27/2026,starkebab_portmall
PopCorn de pui,1,2/27/2026,starkebab_portmall
Star Kebab Pulled Pork,1,2/27/2026,starkebab_portmall
Sos Ketchup,4,2/27/2026,starkebab_portmall
Fetiță,1,2/27/2026,starkebab_portmall
Starburger Pui,3,2/27/2026,starkebab_portmall
Kids Box cu roll,2,2/27/2026,starkebab_portmall
cu ardei,2,2/27/2026,starkebab_portmall
Hot dog classic,2,2/27/2026,starkebab_portmall
cu TOPPING Carne Pui,2,2/27/2026,starkebab_portmall
Salată Caesar Creveți,1,2/27/2026,starkebab_portmall
Roll Caesar ,3,2/27/2026,starkebab_portmall
Gozleme cu carne de pui personal,2,2/27/2026,starkebab_portmall
Gozleme,1,2/27/2026,starkebab_portmall
cu TOPPING Carne Pui,1,2/26/2026,starkebab_portmall
Fetiță,3,2/26/2026,starkebab_portmall
Salată Caesar Pui,2,2/26/2026,starkebab_portmall
Cartofi pai,3,2/26/2026,starkebab_portmall
fără cartofi,1,2/26/2026,starkebab_portmall
Pachet wrap livrare,1,2/26/2026,starkebab_portmall
cu TOPPING Masline,1,2/26/2026,starkebab_portmall
Sos Burger,1,2/26/2026,starkebab_portmall
Plăcintă cu cartofi,5,2/26/2026,starkebab_portmall
Roll cu Creveți,2,2/26/2026,starkebab_portmall
Sos Alb,4,2/26/2026,starkebab_portmall
Roll Caesar ,1,2/26/2026,starkebab_portmall
Cartof copt cu pui,1,2/26/2026,starkebab_portmall
Star Kebab Pui Mare,5,2/26/2026,starkebab_portmall
Roll Fitness,1,2/26/2026,starkebab_portmall
Hot dog double,2,2/26/2026,starkebab_portmall
Star Kebab Pui_,1,2/26/2026,starkebab_portmall
Pită Vegetariană,1,2/26/2026,starkebab_portmall
Salată Grecească,1,2/26/2026,starkebab_portmall
cu TOPPING Cașcaval,1,2/26/2026,starkebab_portmall
Plăcintă cu vișină,2,2/26/2026,starkebab_portmall
Cheese StarKebab,2,2/26/2026,starkebab_portmall
Star Kebab Pui Mare_,1,2/26/2026,starkebab_portmall
Star Kebab Pulled Pork,2,2/26/2026,starkebab_portmall
fără varză,1,2/26/2026,starkebab_portmall
Kids Box cu roll,2,2/26/2026,starkebab_portmall
Roll cu Pui Crocant,1,2/26/2026,starkebab_portmall
Star Kebab Veggie,1,2/26/2026,starkebab_portmall
Gozleme cu carne de pui personal,2,2/26/2026,starkebab_portmall
Sos Alb,2,2/26/2026,starkebab_portmall
fără ardei dulce,1,2/26/2026,starkebab_portmall
Suc Naturalis 200 ml,2,2/26/2026,starkebab_portmall
Kids Box cu burger,1,2/26/2026,starkebab_portmall
cu ardei,5,2/26/2026,starkebab_portmall
Star Kebab Pui,26,2/26/2026,starkebab_portmall
Sos Ketchup,1,2/26/2026,starkebab_portmall
cu TOPPING Morcov Picant,1,2/26/2026,starkebab_portmall
cu Star Kebab Pui,2,2/26/2026,starkebab_portmall
Pachet kebab livrare,9,2/26/2026,starkebab_portmall
Pui crocant,1,2/26/2026,starkebab_portmall
Combo Star Kebab,2,2/26/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,7,2/26/2026,starkebab_portmall
cu Sos Alb,2,2/26/2026,starkebab_portmall
cu Cartofi pai,2,2/26/2026,starkebab_portmall
cu Lipie clasica,2,2/26/2026,starkebab_portmall
Star Kebab pui personal,11,2/26/2026,starkebab_portmall
Combo Star Kebab Pui_,1,2/25/2026,starkebab_portmall
Pită Grecească,1,2/25/2026,starkebab_portmall
Platou Pulled pork,1,2/25/2026,starkebab_portmall
cu TOPPING Cașcaval,7,2/25/2026,starkebab_portmall
Sos BBQ,1,2/25/2026,starkebab_portmall
Fetiță,1,2/25/2026,starkebab_portmall
Star Kebab Vânătoresc,1,2/25/2026,starkebab_portmall
Cartof copt cu crenvurști,1,2/25/2026,starkebab_portmall
cu Cartofi pai,1,2/25/2026,starkebab_portmall
Baiețel,1,2/25/2026,starkebab_portmall
Roll Caesar ,2,2/25/2026,starkebab_portmall
Kids Box cu roll,2,2/25/2026,starkebab_portmall
Starburger Pui,1,2/25/2026,starkebab_portmall
Gozleme,1,2/25/2026,starkebab_portmall
Roll cu Pui Crocant,2,2/25/2026,starkebab_portmall
cu ardei,1,2/25/2026,starkebab_portmall
Platou Pui,2,2/25/2026,starkebab_portmall
Salată Caesar Pui,2,2/25/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,1,2/25/2026,starkebab_portmall
Sos Ketchup,1,2/25/2026,starkebab_portmall
Sos Alb,5,2/25/2026,starkebab_portmall
Hot dog classic,2,2/25/2026,starkebab_portmall
PopCorn de pui,1,2/25/2026,starkebab_portmall
Star Kebab Pulled Pork,4,2/25/2026,starkebab_portmall
Gozleme cu carne de pui personal,1,2/25/2026,starkebab_portmall
Cheese StarKebab,4,2/25/2026,starkebab_portmall
cu TOPPING Ceapă,2,2/25/2026,starkebab_portmall
Star Kebab pui personal,8,2/25/2026,starkebab_portmall
Plăcintă cu vișină,3,2/25/2026,starkebab_portmall
cu Lipie clasica,1,2/25/2026,starkebab_portmall
fără sos alb,1,2/25/2026,starkebab_portmall
Pită BBQ,1,2/25/2026,starkebab_portmall
Star Kebab Pui,20,2/25/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,8,2/25/2026,starkebab_portmall
cu Sos Alb,1,2/25/2026,starkebab_portmall
Cartof copt pulled pork,1,2/25/2026,starkebab_portmall
Cartofi pai,5,2/25/2026,starkebab_portmall
Star Kebab Pui Mare,8,2/25/2026,starkebab_portmall
Cartof copt cu pui,2,2/25/2026,starkebab_portmall
Plăcintă cu cartofi,7,2/25/2026,starkebab_portmall
Roll Fitness,1,2/25/2026,starkebab_portmall
Starburger Grecesc,1,2/24/2026,starkebab_portmall
Star Kebab Vânătoresc,1,2/24/2026,starkebab_portmall
Star Sticks,2,2/24/2026,starkebab_portmall
Salată Grecească,1,2/24/2026,starkebab_portmall
Hot dog classic,12,2/24/2026,starkebab_portmall
cu TOPPING Cașcaval,8,2/24/2026,starkebab_portmall
Topping Carne Pui,1,2/24/2026,starkebab_portmall
Pită Vegetariană,1,2/24/2026,starkebab_portmall
Pachet kebab livrare,13,2/24/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,1,2/24/2026,starkebab_portmall
Roll cu Pui Crocant,1,2/24/2026,starkebab_portmall
Star Kebab Pui Mare,2,2/24/2026,starkebab_portmall
cu crutoane,1,2/24/2026,starkebab_portmall
Sos Creamy Sweet Chili,1,2/24/2026,starkebab_portmall
Gozleme cu carne de pui,1,2/24/2026,starkebab_portmall
cu Sos Alb,3,2/24/2026,starkebab_portmall
cu TOPPING Cașcaval_,1,2/24/2026,starkebab_portmall
Cheese StarKebab,2,2/24/2026,starkebab_portmall
cu Star Kebab Veggie,1,2/24/2026,starkebab_portmall
cu Cartofi pai,3,2/24/2026,starkebab_portmall
Combo Star Kebab,3,2/24/2026,starkebab_portmall
Salată Caesar Pui *,1,2/24/2026,starkebab_portmall
Sos Ketchup,1,2/24/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,5,2/24/2026,starkebab_portmall
Salată Caesar Pui_,1,2/24/2026,starkebab_portmall
Star Kebab Pui,28,2/24/2026,starkebab_portmall
cu TOPPING Masline,1,2/24/2026,starkebab_portmall
cu Star Kebab Pui,2,2/24/2026,starkebab_portmall
cu ardei,9,2/24/2026,starkebab_portmall
Roll Fitness,2,2/24/2026,starkebab_portmall
Roll Caesar ,1,2/24/2026,starkebab_portmall
cu semințe,1,2/24/2026,starkebab_portmall
Star Kebab pui personal,6,2/24/2026,starkebab_portmall
puțin ardei,2,2/24/2026,starkebab_portmall
Pui crocant,1,2/24/2026,starkebab_portmall
Star Kebab Veggie,2,2/24/2026,starkebab_portmall
Plăcintă cu cartofi,4,2/24/2026,starkebab_portmall
Sos BBQ,1,2/24/2026,starkebab_portmall
Cartofi pai,2,2/24/2026,starkebab_portmall
Star Kebab Pulled Pork,2,2/24/2026,starkebab_portmall
Pită Grecească,2,2/24/2026,starkebab_portmall
Salată Caesar Creveți,2,2/24/2026,starkebab_portmall
PopCorn de pui,1,2/24/2026,starkebab_portmall
Fetiță,2,2/24/2026,starkebab_portmall
Sos Alb,1,2/24/2026,starkebab_portmall
Sos Alb,1,2/24/2026,starkebab_portmall
Plăcintă cu vișină,3,2/24/2026,starkebab_portmall
Creveți cu sos (6 buc),1,2/24/2026,starkebab_portmall
Kids Box cu roll,2,2/24/2026,starkebab_portmall
Hot dog double,2,2/24/2026,starkebab_portmall
Kids Box cu roll,1,2/23/2026,starkebab_portmall
Gozleme,2,2/23/2026,starkebab_portmall
Starburger Pui,1,2/23/2026,starkebab_portmall
Star Kebab Pui_,1,2/23/2026,starkebab_portmall
cu TOPPING Cașcaval,2,2/23/2026,starkebab_portmall
Gozleme cu carne de pui,1,2/23/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,2,2/23/2026,starkebab_portmall
Pită Grecească,3,2/23/2026,starkebab_portmall
Plăcintă cu vișină,2,2/23/2026,starkebab_portmall
fără varză,1,2/23/2026,starkebab_portmall
cu Cartofi pai,6,2/23/2026,starkebab_portmall
Cartofi pai,2,2/23/2026,starkebab_portmall
Baiețel,1,2/23/2026,starkebab_portmall
Plăcintă cu cartofi,3,2/23/2026,starkebab_portmall
Sos Alb,1,2/23/2026,starkebab_portmall
Roll Fitness,1,2/23/2026,starkebab_portmall
Combo Star Kebab,6,2/23/2026,starkebab_portmall
cu ardei,3,2/23/2026,starkebab_portmall
Star Kebab Pui Mare,6,2/23/2026,starkebab_portmall
cu TOPPING Carne Pui,1,2/23/2026,starkebab_portmall
Roll Caesar ,2,2/23/2026,starkebab_portmall
Cartof copt,4,2/23/2026,starkebab_portmall
cu Star Kebab Pui,3,2/23/2026,starkebab_portmall
Roll cu Creveți,2,2/23/2026,starkebab_portmall
Pachet kebab livrare,4,2/23/2026,starkebab_portmall
Star Kebab Pui,16,2/23/2026,starkebab_portmall
Hot dog classic,5,2/23/2026,starkebab_portmall
cu Sos Alb,6,2/23/2026,starkebab_portmall
Star Kebab Pulled Pork,3,2/23/2026,starkebab_portmall
cu Star Kebab Pulled Pork,3,2/23/2026,starkebab_portmall
Star Kebab pui personal,6,2/23/2026,starkebab_portmall
Cheese StarKebab,4,2/23/2026,starkebab_portmall
puțin ardei,1,2/23/2026,starkebab_portmall
Salată Caesar Creveți,1,2/22/2026,starkebab_portmall
Star Kebab Pulled Pork,12,2/22/2026,starkebab_portmall
fără castraveți murați,1,2/22/2026,starkebab_portmall
Roll cu Pui Crocant,8,2/22/2026,starkebab_portmall
cu TOPPING Ceapă,1,2/22/2026,starkebab_portmall
Gozleme cu carne de pui,1,2/22/2026,starkebab_portmall
cu Sos Alb,13,2/22/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,4,2/22/2026,starkebab_portmall
Starburger Vânătoresc,1,2/22/2026,starkebab_portmall
cu Starburger Vânătoresc,1,2/22/2026,starkebab_portmall
Topping Ardei Iute Jalapeno,1,2/22/2026,starkebab_portmall
Cartof copt pulled pork,3,2/22/2026,starkebab_portmall
Combo Starburger,1,2/22/2026,starkebab_portmall
Pită BBQ,1,2/22/2026,starkebab_portmall
Nuggets,2,2/22/2026,starkebab_portmall
cu Lipie clasica,1,2/22/2026,starkebab_portmall
Star Kebab pui personal,4,2/22/2026,starkebab_portmall
Plăcintă cu vișină,2,2/22/2026,starkebab_portmall
Cheese StarKebab,14,2/22/2026,starkebab_portmall
Kids Box cu burger,6,2/22/2026,starkebab_portmall
cu Sos Ketchup,2,2/22/2026,starkebab_portmall
cu ardei,26,2/22/2026,starkebab_portmall
Baiețel,8,2/22/2026,starkebab_portmall
cu Sos Tzatziki,1,2/22/2026,starkebab_portmall
Hot dog double,2,2/22/2026,starkebab_portmall
Sos Ketchup,9,2/22/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,3,2/22/2026,starkebab_portmall
cu TOPPING Morcov Picant,4,2/22/2026,starkebab_portmall
cu Star Kebab Pulled Pork,2,2/22/2026,starkebab_portmall
Roll cu Creveți,4,2/22/2026,starkebab_portmall
Hot dog Pulled Pork,2,2/22/2026,starkebab_portmall
Hot dog classic  personal,3,2/22/2026,starkebab_portmall
Sos Alb,3,2/22/2026,starkebab_portmall
Kids Box cu roll,9,2/22/2026,starkebab_portmall
Hot dog classic,11,2/22/2026,starkebab_portmall
Gozleme,2,2/22/2026,starkebab_portmall
Starburger Pui,4,2/22/2026,starkebab_portmall
cu Sos Creamy Sweet Chilli,1,2/22/2026,starkebab_portmall
Gozleme cu carne de pui personal,1,2/22/2026,starkebab_portmall
Roll Caesar ,9,2/22/2026,starkebab_portmall
Star Kebab Veggie_,1,2/22/2026,starkebab_portmall
Fetiță,7,2/22/2026,starkebab_portmall
Sos BBQ,1,2/22/2026,starkebab_portmall
fără cartofi,2,2/22/2026,starkebab_portmall
cu TOPPING Carne Pui,1,2/22/2026,starkebab_portmall
Star Kebab Pui Mare,25,2/22/2026,starkebab_portmall
Salată Caesar Pui,3,2/22/2026,starkebab_portmall
Cartofi pai,12,2/22/2026,starkebab_portmall
cu Star Kebab Veggie,1,2/22/2026,starkebab_portmall
Pachet kebab livrare,4,2/22/2026,starkebab_portmall
cu Cartofi pai,20,2/22/2026,starkebab_portmall
Combo Star Kebab,19,2/22/2026,starkebab_portmall
cu TOPPING Cașcaval,30,2/22/2026,starkebab_portmall
Pită Grecească,1,2/22/2026,starkebab_portmall
Roll Fitness,1,2/22/2026,starkebab_portmall
Cartof copt,1,2/22/2026,starkebab_portmall
Star Sticks,4,2/22/2026,starkebab_portmall
Sos Creamy Sweet Chili_,1,2/22/2026,starkebab_portmall
cu TOPPING Morcov Picant_,1,2/22/2026,starkebab_portmall
Plăcintă cu cartofi,8,2/22/2026,starkebab_portmall
Star Kebab Vânătoresc,2,2/22/2026,starkebab_portmall
Suc Naturalis 200 ml,1,2/22/2026,starkebab_portmall
Star Kebab Pui,84,2/22/2026,starkebab_portmall
fără sos alb,1,2/22/2026,starkebab_portmall
Sos Caesar_,1,2/22/2026,starkebab_portmall
cu Star Kebab Pui,16,2/22/2026,starkebab_portmall
cu Sos BBQ,2,2/22/2026,starkebab_portmall
Cartof copt cu pui,1,2/22/2026,starkebab_portmall
fără roșii,1,2/22/2026,starkebab_portmall
cu Sos Sweet Chilli,1,2/22/2026,starkebab_portmall
cu TOPPING Morcov Picant,2,2/21/2026,starkebab_portmall
cu Star Kebab Pui,7,2/21/2026,starkebab_portmall
fără sos alb,1,2/21/2026,starkebab_portmall
Gozleme cu carne de pui personal,2,2/21/2026,starkebab_portmall
Sos Ketchup,4,2/21/2026,starkebab_portmall
Star Kebab Pui,69,2/21/2026,starkebab_portmall
Cartof copt,1,2/21/2026,starkebab_portmall
Starburger Vânătoresc,1,2/21/2026,starkebab_portmall
PopCorn de pui,1,2/21/2026,starkebab_portmall
fără castraveți murați,3,2/21/2026,starkebab_portmall
Star Kebab Pulled Pork,11,2/21/2026,starkebab_portmall
Gozleme cu carne de pui,4,2/21/2026,starkebab_portmall
Roll Fitness,5,2/21/2026,starkebab_portmall
Roll Caesar ,3,2/21/2026,starkebab_portmall
Plăcintă cu cartofi,6,2/21/2026,starkebab_portmall
Star Kebab Veggie,1,2/21/2026,starkebab_portmall
Salată Caesar Creveți,3,2/21/2026,starkebab_portmall
cu ardei,15,2/21/2026,starkebab_portmall
fără roșii,2,2/21/2026,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,2/21/2026,starkebab_portmall
Hot dog Pulled Pork,1,2/21/2026,starkebab_portmall
cu Sos BBQ,2,2/21/2026,starkebab_portmall
Pui crocant,1,2/21/2026,starkebab_portmall
Baiețel,10,2/21/2026,starkebab_portmall
Roll cu Pui Crocant,5,2/21/2026,starkebab_portmall
cu TOPPING Ceapă,1,2/21/2026,starkebab_portmall
Sos Creamy Sweet Chili,1,2/21/2026,starkebab_portmall
Cheese StarKebab,2,2/21/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,7,2/21/2026,starkebab_portmall
fără sos bbq,1,2/21/2026,starkebab_portmall
La Pachet,2,2/21/2026,starkebab_portmall
puțin ardei,1,2/21/2026,starkebab_portmall
Star Kebab pui personal,4,2/21/2026,starkebab_portmall
cu Lipie clasica,2,2/21/2026,starkebab_portmall
Combo Star Kebab,8,2/21/2026,starkebab_portmall
cu Cartofi pai,9,2/21/2026,starkebab_portmall
cu Sos Alb,6,2/21/2026,starkebab_portmall
Hot dog classic  personal,3,2/21/2026,starkebab_portmall
Pachet kebab livrare,5,2/21/2026,starkebab_portmall
Pachet wrap livrare,1,2/21/2026,starkebab_portmall
Star Sticks,3,2/21/2026,starkebab_portmall
fără cartofi,1,2/21/2026,starkebab_portmall
Combo Star Kebab Pui_,1,2/21/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,3,2/21/2026,starkebab_portmall
Starburger Grecesc,1,2/21/2026,starkebab_portmall
Sos Caesar,1,2/21/2026,starkebab_portmall
cu Star Kebab Pulled Pork,1,2/21/2026,starkebab_portmall
cu TOPPING Carne Pui,3,2/21/2026,starkebab_portmall
cu Sos Creamy Sweet Chilli,1,2/21/2026,starkebab_portmall
Star Kebab Pui Mare,11,2/21/2026,starkebab_portmall
Sos Alb,9,2/21/2026,starkebab_portmall
Cartof copt cu pui,2,2/21/2026,starkebab_portmall
Hot dog classic,6,2/21/2026,starkebab_portmall
Falafel,1,2/21/2026,starkebab_portmall
Cartofi pai,13,2/21/2026,starkebab_portmall
fără varză,2,2/21/2026,starkebab_portmall
Gozleme,1,2/21/2026,starkebab_portmall
Kids Box cu roll,18,2/21/2026,starkebab_portmall
Fetiță,8,2/21/2026,starkebab_portmall
Hot dog double,1,2/21/2026,starkebab_portmall
Pită Grecească,2,2/21/2026,starkebab_portmall
Plăcintă cu vișină,2,2/21/2026,starkebab_portmall
cu TOPPING Cașcaval,7,2/21/2026,starkebab_portmall
Nuggets,1,2/21/2026,starkebab_portmall
Pită BBQ,1,2/21/2026,starkebab_portmall
Sos BBQ,1,2/21/2026,starkebab_portmall
Roll Fitness,2,2/20/2026,starkebab_portmall
Sos Tzatziki,1,2/20/2026,starkebab_portmall
Hot dog double,2,2/20/2026,starkebab_portmall
cu ardei,5,2/20/2026,starkebab_portmall
Star Kebab pui personal,5,2/20/2026,starkebab_portmall
Cartof copt,1,2/20/2026,starkebab_portmall
puțin ardei,1,2/20/2026,starkebab_portmall
Nuggets,1,2/20/2026,starkebab_portmall
Gozleme cu carne de pui personal,1,2/20/2026,starkebab_portmall
cu semințe,1,2/20/2026,starkebab_portmall
cu Sos BBQ,1,2/20/2026,starkebab_portmall
cu Star Kebab Pui,6,2/20/2026,starkebab_portmall
cu Cartofi pai,6,2/20/2026,starkebab_portmall
cu Lipie clasica,1,2/20/2026,starkebab_portmall
Combo Star Kebab,6,2/20/2026,starkebab_portmall
Star Kebab Pui,32,2/20/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,7,2/20/2026,starkebab_portmall
Gozleme cu carne de pui,2,2/20/2026,starkebab_portmall
Star Kebab Pui Mare,7,2/20/2026,starkebab_portmall
Start Delicios: Brânzoaice + Cafea/Ceai la alegere,1,2/20/2026,starkebab_portmall
fără sos total,1,2/20/2026,starkebab_portmall
Pită Grecească,2,2/20/2026,starkebab_portmall
Aripioare BBQ,1,2/20/2026,starkebab_portmall
Cartofi pai,5,2/20/2026,starkebab_portmall
fără roșii,1,2/20/2026,starkebab_portmall
Plăcintă cu cartofi,2,2/20/2026,starkebab_portmall
Gozleme Vânătoresc,1,2/20/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,3,2/20/2026,starkebab_portmall
Salată Grecească,1,2/20/2026,starkebab_portmall
cu TOPPING Cașcaval,1,2/20/2026,starkebab_portmall
Star Sticks,3,2/20/2026,starkebab_portmall
Starburger Grecesc,1,2/20/2026,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,2/20/2026,starkebab_portmall
Pită BBQ,1,2/20/2026,starkebab_portmall
Kids Box cu roll,1,2/20/2026,starkebab_portmall
cu Sos Alb,5,2/20/2026,starkebab_portmall
Roll cu Pui Crocant,6,2/20/2026,starkebab_portmall
cu TOPPING Carne Pui,1,2/20/2026,starkebab_portmall
fără cartofi,2,2/20/2026,starkebab_portmall
Cheese StarKebab,2,2/20/2026,starkebab_portmall
Sos Alb,2,2/20/2026,starkebab_portmall
Gozleme,4,2/20/2026,starkebab_portmall
Sos Alb,3,2/20/2026,starkebab_portmall
Pachet kebab livrare,11,2/20/2026,starkebab_portmall
Hot dog classic  personal,3,2/20/2026,starkebab_portmall
Salată Caesar Pui,1,2/20/2026,starkebab_portmall
Hot dog classic,3,2/20/2026,starkebab_portmall
Baiețel,1,2/20/2026,starkebab_portmall
Platou Pui,2,2/20/2026,starkebab_portmall
Sos Ketchup,2,2/20/2026,starkebab_portmall
cu Sos BBQ,1,2/19/2026,starkebab_portmall
Sos Alb,3,2/19/2026,starkebab_portmall
Combo Star Kebab,1,2/19/2026,starkebab_portmall
Star Kebab Pui Mare,7,2/19/2026,starkebab_portmall
cu Cartofi pai,2,2/19/2026,starkebab_portmall
Cartof copt cu pui,2,2/19/2026,starkebab_portmall
cu TOPPING Carne Pui,2,2/19/2026,starkebab_portmall
cu Pită BBQ,1,2/19/2026,starkebab_portmall
Plăcintă cu cartofi,6,2/19/2026,starkebab_portmall
Roll Fitness,2,2/19/2026,starkebab_portmall
Baiețel,1,2/19/2026,starkebab_portmall
Cartofi pai,2,2/19/2026,starkebab_portmall
Salată Caesar Pui,2,2/19/2026,starkebab_portmall
Pachet kebab livrare,12,2/19/2026,starkebab_portmall
Sos Ketchup,1,2/19/2026,starkebab_portmall
Pită Vegetariană,1,2/19/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,2/19/2026,starkebab_portmall
cu ardei,9,2/19/2026,starkebab_portmall
cu TOPPING Cașcaval,6,2/19/2026,starkebab_portmall
Hot dog classic,1,2/19/2026,starkebab_portmall
Hot dog classic  personal,1,2/19/2026,starkebab_portmall
Hot dog double,1,2/19/2026,starkebab_portmall
Salată Grecească,1,2/19/2026,starkebab_portmall
Roll Caesar ,1,2/19/2026,starkebab_portmall
Starburger Pui,1,2/19/2026,starkebab_portmall
Kids Box cu roll,1,2/19/2026,starkebab_portmall
Creveți cu sos (4 buc),1,2/19/2026,starkebab_portmall
fără varză,1,2/19/2026,starkebab_portmall
Cheese StarKebab,3,2/19/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,2/19/2026,starkebab_portmall
Star Kebab Pulled Pork,6,2/19/2026,starkebab_portmall
PopCorn de pui,1,2/19/2026,starkebab_portmall
Roll cu Pui Crocant,3,2/19/2026,starkebab_portmall
Starburger Vânătoresc,1,2/19/2026,starkebab_portmall
Star Kebab Pui,16,2/19/2026,starkebab_portmall
Combo Pită,1,2/19/2026,starkebab_portmall
cu Sos Alb,1,2/19/2026,starkebab_portmall
Star Kebab pui personal,6,2/19/2026,starkebab_portmall
Hot dog double personal,1,2/19/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,10,2/19/2026,starkebab_portmall
Cartof copt,1,2/19/2026,starkebab_portmall
Star Sticks,1,2/19/2026,starkebab_portmall
cu Star Kebab Pui,1,2/19/2026,starkebab_portmall
fără cartofi,1,2/18/2026,starkebab_portmall
cu Starburger Pui,1,2/18/2026,starkebab_portmall
Star Kebab Pui Mare,5,2/18/2026,starkebab_portmall
Combo Star Kebab Pulled Pork_,1,2/18/2026,starkebab_portmall
Hot dog classic,3,2/18/2026,starkebab_portmall
Combo Star Kebab Pui_,1,2/18/2026,starkebab_portmall
cu Sos BBQ,2,2/18/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,3,2/18/2026,starkebab_portmall
Roll Caesar ,1,2/18/2026,starkebab_portmall
cu semințe,1,2/18/2026,starkebab_portmall
cu Cartofi pai,4,2/18/2026,starkebab_portmall
cu ardei,7,2/18/2026,starkebab_portmall
Star Kebab Vânătoresc,1,2/18/2026,starkebab_portmall
Salată Caesar Pui,3,2/18/2026,starkebab_portmall
Star Kebab pui personal,3,2/18/2026,starkebab_portmall
Pachet kebab livrare,2,2/18/2026,starkebab_portmall
Cheese StarKebab,4,2/18/2026,starkebab_portmall
Combo Pită BBQ_,1,2/18/2026,starkebab_portmall
cu Sos Alb,2,2/18/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,11,2/18/2026,starkebab_portmall
Star Kebab Pulled Pork,5,2/18/2026,starkebab_portmall
PopCorn de pui,1,2/18/2026,starkebab_portmall
Star Kebab Pui,13,2/18/2026,starkebab_portmall
Cartof copt,1,2/18/2026,starkebab_portmall
Gozleme,2,2/18/2026,starkebab_portmall
Plăcintă cu cartofi,6,2/18/2026,starkebab_portmall
cu TOPPING Cașcaval,4,2/18/2026,starkebab_portmall
Combo Starburger,1,2/18/2026,starkebab_portmall
Plăcintă cu vișină,2,2/18/2026,starkebab_portmall
Pită Grecească,1,2/18/2026,starkebab_portmall
Pită Vegetariană,1,2/18/2026,starkebab_portmall
Hot dog classic,3,2/17/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,2,2/17/2026,starkebab_portmall
Star Sticks,4,2/17/2026,starkebab_portmall
Pachet kebab livrare,13,2/17/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,2/17/2026,starkebab_portmall
fără cartofi,1,2/17/2026,starkebab_portmall
Salată Grecească,1,2/17/2026,starkebab_portmall
Fetiță,1,2/17/2026,starkebab_portmall
Pită Grecească,2,2/17/2026,starkebab_portmall
cu TOPPING Cașcaval,8,2/17/2026,starkebab_portmall
cu Sos Burger,1,2/17/2026,starkebab_portmall
Cartof copt cu pui,5,2/17/2026,starkebab_portmall
cu Sos BBQ,1,2/17/2026,starkebab_portmall
cu TOPPING Ceapă,1,2/17/2026,starkebab_portmall
Cartofi pai,3,2/17/2026,starkebab_portmall
Plăcintă cu cartofi,3,2/17/2026,starkebab_portmall
Roll Fitness,1,2/17/2026,starkebab_portmall
fără roșii,2,2/17/2026,starkebab_portmall
Star Kebab Pui Mare,7,2/17/2026,starkebab_portmall
cu Lipie clasica,1,2/17/2026,starkebab_portmall
cu Cheese StarKebab,1,2/17/2026,starkebab_portmall
Sos Ketchup,1,2/17/2026,starkebab_portmall
Star Kebab Pui,25,2/17/2026,starkebab_portmall
Cartof copt,1,2/17/2026,starkebab_portmall
Gozleme personal,1,2/17/2026,starkebab_portmall
cu Star Kebab Pui,6,2/17/2026,starkebab_portmall
Hot dog double,2,2/17/2026,starkebab_portmall
cu semințe,1,2/17/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,5,2/17/2026,starkebab_portmall
cu Sos Alb,3,2/17/2026,starkebab_portmall
Combo Star Kebab,7,2/17/2026,starkebab_portmall
cu Cartofi pai,7,2/17/2026,starkebab_portmall
Cheese StarKebab,3,2/17/2026,starkebab_portmall
Star Kebab pui personal,6,2/17/2026,starkebab_portmall
puțin ardei,2,2/17/2026,starkebab_portmall
Nuggets,2,2/17/2026,starkebab_portmall
